"Survey Start Time","Survey End Time","Created Date","Created By: Full Name","BM Cycle Name","Business Group ID","Business Group Name","Biz Expenses Business Exit","Biz Revenue Business Exit","Biz Inventory Business Exit","Biz Cash Business Exit","Biz Input Business Exit","PR Business Type","SB Planned Biz Type","SB Planned Biz Type NOT Started","SB Planned Biz Type Started?","Why deviated from SB plan?","Biz type group currently operating","Additional Biz Types Detail","# Of BOs dropped Business Exit","BOs dropped Business Exit","Group Size at PR","PR Grant Value Business Exit","PR Grant Used Business Exit","Business Participation Status","Reason unable to view records","Visit Number","Records Kept?","Records Up To Date?","Data Collection Method","Why Survey Not Completed","Why Survey Not Conducted Detail","Business Health 3"
"23/08/2024, 14:05","23/08/2024, 14:20","23/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089438","Alah Jabu","486000","4872000","0","700000","636000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 15:19","23/08/2024, 15:28","23/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089439","Puon Tok","360000","3508500","0","500000","318000","Crops","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"20/08/2024, 18:27","20/08/2024, 18:42","20/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089440","Konyrot Eyi Kony","425000","4990200","285100","800000","909000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","150000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 14:56","20/08/2024, 15:04","20/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089441","Wau Achol","206000","2317600","0","700000","415000","Livestock","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","150000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"22/08/2024, 16:04","22/08/2024, 16:11","22/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089442","Rabuna Fi","440000","4943400","75000","700000","715000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"20/08/2024, 15:54","20/08/2024, 15:59","20/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089443","Kindly","338000","3340000","0","200000","465000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","190000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 17:33","22/08/2024, 17:45","22/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089444","Commissioner","228000","1993000","45500","500000","450000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 16:58","22/08/2024, 17:08","22/08/2024","Caroline Dawa Godfrey","FY24C1 Edward Amono","089445","God Fear","389000","2979000","115000","350000","625000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 10:19","27/08/2024, 10:21","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","088508","Join Hands","1300200","3402000","498000","350000","967000","Retail","Livestock;Retail","","","","Livestock; Retail; Skilled","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 12:09","27/08/2024, 12:11","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","088504","Together We Can Work","2390000","5539000","965000","2000000","1200000","Retail","Livestock;Retail","","","","Livestock; Retail; Skilled","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 12:39","27/08/2024, 12:43","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","088505","God With Us","1360000","3449000","544000","500000","885000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 11:30","28/08/2024, 11:33","28/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","088506","Asante","2080000","5413000","865000","400000","700000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 10:00","27/08/2024, 10:04","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","088507","Join Together","1580000","3035000","600000","800000","1040000","Skilled","Livestock;Retail","","","","Crops; Livestock; Skilled","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 11:14","27/08/2024, 11:27","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089198","Little By Little Makes A Buddle","1325000","3217000","596000","580000","1000000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 09:49","27/08/2024, 09:50","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089200","Loketa","2250000","6139000","800000","900000","750000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 10:57","27/08/2024, 11:00","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089203","Emmanuel","2150000","5670000","800000","600000","1075000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 09:21","28/08/2024, 09:22","28/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089196","Tomore","2170000","5265000","700000","1500000","1048000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 12:24","27/08/2024, 12:28","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089197","God Bless","1800000","4250000","700000","1500000","1020000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 11:49","27/08/2024, 11:51","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089199","Living Hope","1010000","3352000","1140000","400000","580000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"28/08/2024, 12:31","28/08/2024, 12:33","28/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089201","Ngu Lo Ndeda","3150000","6077000","908000","200000","570000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 10:37","27/08/2024, 10:39","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089202","Hope","2250000","5890000","1500000","800000","1045000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 13:15","27/08/2024, 13:19","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089204","Salama","3970000","8440000","620000","2000000","605000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 10:13","28/08/2024, 10:16","28/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089205","Peace","1895000","4002000","850000","370000","1008000","Retail","Livestock;Retail","","","","Livestock; Retail; Service","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"27/08/2024, 13:59","27/08/2024, 14:02","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089206","God Is Able","1509000","3494000","907000","865000","950000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 13:37","27/08/2024, 13:39","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089207","Mazora","1580000","4240000","530000","600000","708000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"28/08/2024, 10:25","28/08/2024, 10:29","28/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089208","Thank God","4985000","8266000","830000","500000","948000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 12:56","27/08/2024, 12:59","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089209","Together As One","2275000","6417000","600000","400000","1043000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"27/08/2024, 14:21","27/08/2024, 14:26","27/08/2024","Phillimon Waka","FY24C1 Fauzu Ajidra","089210","Eyete","3140000","7210000","1045000","650000","900000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 15:45","22/08/2024, 15:54","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","088083","Delaki Teili","120000","1700000","750000","250000","215000","Crops; Retail","Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 16:44","22/08/2024, 16:52","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089047","Good Luck Bg","110000","2220000","890000","400000","285000","Crops; Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 15:54","22/08/2024, 16:07","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089037","Jujumbita Bg","190000","2095000","800000","500000","295000","Crops; Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 12:56","22/08/2024, 13:16","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089038","Bright Bg","380000","3100000","800000","1000000","420000","Crops; Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 16:22","22/08/2024, 16:34","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089039","Happy Bg","280000","3111000","750000","1000000","345000","Crops; Retail","Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 15:29","22/08/2024, 15:45","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089040","Shukuran Allah","130000","2020000","920000","120000","315000","Crops; Retail","Livestock;Retail","","","","Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 14:26","22/08/2024, 14:44","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089041","Talitali Bg","180000","1700000","780000","700000","300000","Crops; Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 12:25","22/08/2024, 12:38","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089042","God'S Will Bg","500000","4900000","2300000","60000","530000","Crops; Retail","Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 15:10","22/08/2024, 15:29","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089043","Tri Star","95000","1200000","400000","650000","2110000","Crops; Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"22/08/2024, 13:31","22/08/2024, 13:43","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089044","Blessing Bg","290000","3020000","800000","1000000","340000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 13:44","22/08/2024, 13:52","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089045","Holy Bg","210000","3090000","1100000","300000","360000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 14:07","22/08/2024, 14:25","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089046","Mora Na Abulit Bg","200000","3050000","800000","700000","315000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 12:38","22/08/2024, 12:50","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089048","Salaam Bg","430000","3800000","700000","1100000","450000","Crops; Retail","Livestock;Retail","","","","Service","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"22/08/2024, 13:53","22/08/2024, 14:07","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089049","New Generation Bg","130000","2000000","600000","400000","370000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 12:08","22/08/2024, 12:24","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089050","Save Nature Bg","400000","4800000","1000000","950000","325000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 14:44","22/08/2024, 14:55","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089051","Geni Kwesi","100000","2151000","100000","950000","185000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 14:55","22/08/2024, 15:10","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089052","Success Bg","100000","1800000","715000","400000","290000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 16:53","22/08/2024, 17:01","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089053","Merisi Bg","70000","1400000","650000","150000","214000","Crops; Retail","Livestock;Service","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 13:17","22/08/2024, 13:31","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089054","God With Us Bg","150000","2000000","700000","300000","250000","Crops; Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"22/08/2024, 16:08","22/08/2024, 16:15","22/08/2024","Zulaika Majuma","FY24C1 Glorious Ayikoru","089055","Jonyanita","120000","2111000","870000","190000","340000","Crops; Retail","Livestock;Retail","","","","Crops; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 15:41","21/08/2024, 16:04","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088082","Loving","1580000","3815000","545000","1500000","325000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 16:24","21/08/2024, 16:29","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088069","Jesus Bg","1435000","3270000","460000","630000","308000","Skilled","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 14:39","21/08/2024, 14:41","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088070","Miya Bg","1650000","4840000","700000","300000","690000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 11:22","23/08/2024, 11:24","23/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088071","Suburb Bg","1121000","3018000","350000","900000","365000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"23/08/2024, 10:46","23/08/2024, 10:48","23/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088072","Humble Bg","1400000","2800000","440000","500000","265000","","Livestock;Retail","","","","Livestock; Retail","","","No","","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"21/08/2024, 12:09","21/08/2024, 12:14","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088073","Blessing Bg","1500000","3800000","600000","800000","365000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 12:36","21/08/2024, 12:39","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088074","Kueth Bg","1670000","4280000","240000","700000","240000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 11:49","21/08/2024, 11:53","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088075","Fire Burn Bg","2060000","5200000","640000","500000","475000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 12:03","23/08/2024, 12:05","23/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088076","Envukotu Bg","1420000","2800000","400000","750000","256000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 15:07","21/08/2024, 15:11","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088077","Helping","3500000","6450000","700000","1000000","580000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:33","21/08/2024, 13:38","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088078","Salama","980000","2300000","300000","495000","540000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:00","21/08/2024, 13:18","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088079","Kazi","1600000","4230000","506000","700000","330000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 15:29","23/08/2024, 15:32","23/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088080","Alafi","1200000","2980000","800000","700000","355000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 15:27","21/08/2024, 15:30","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088081","Lubanga Ber","2570000","5160000","800000","1600000","360000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 11:10","21/08/2024, 11:12","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088105","Join Hands Together","900000","3130000","650000","800000","276000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"21/08/2024, 14:08","21/08/2024, 14:10","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088104","Joint Hand","2470000","4580000","500000","2000000","380000","Crops","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","No","","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"21/08/2024, 10:56","21/08/2024, 11:00","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","088153","Lachanpenino","5970000","10580000","800000","600000","575000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"23/08/2024, 11:41","23/08/2024, 11:43","23/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","089214","Busy","1800000","4126000","765000","200000","326000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","24000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"21/08/2024, 14:55","21/08/2024, 14:58","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","089216","God Able","1200000","3625000","560000","840000","410000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"21/08/2024, 13:50","21/08/2024, 13:55","21/08/2024","Phillimon Waka","FY24C1 Harmony Irene Faidah","089681","Rabuna Saidunina","1350000","3240000","500000","800000","385000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"19/08/2024, 10:07","19/08/2024, 10:10","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088155","God'S Mercy","1560000","3500000","550000","600000","265000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"20/08/2024, 13:06","20/08/2024, 13:09","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088186","God With Us","585000","2059000","814000","840000","784000","Skilled","Livestock;Retail","","","","Livestock; Retail; Skilled","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 10:07","20/08/2024, 10:10","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088187","Blessing","1890000","4650000","620000","400000","267000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
"20/08/2024, 13:44","20/08/2024, 13:46","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088188","Happy","1920000","4370000","587000","800000","710000","Crops","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"19/08/2024, 13:04","19/08/2024, 13:07","19/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088189","Loketa","1825000","6575000","700000","2000000","305000","Retail","Livestock;Retail","","","","Crops; Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","No","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Yellow"
"20/08/2024, 14:06","20/08/2024, 14:09","20/08/2024","Phillimon Waka","FY24C1 Hellen Muna","088190","Anzoa","2167000","5490000","500000","700000","495000","Retail","Livestock;Retail","","","","Livestock; Retail","","","No","3","240000","240000","Active","","Business Exit","Yes","Yes","In-person","NOT APPLICABLE - THE SPOT CHECK IS BEING COMPLETED","","Green"
